Clust,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
0,26.917777777777776,30.977533333333334,5.389333333333334,33.803686666666664,12301.333333333334,10.85768888888889,72.20666666666668,2.566222222222222,6009.2444444444445
1,94.1804347826087,28.928478260869564,6.344565217391305,42.50217391304348,3752.021739130435,11.920108695652175,59.01304347826087,5.017826086956521,1866.3478260869565
2,15.160869565217391,52.20869565217391,7.189565217391304,62.15,14791.521739130434,3.851260869565217,73.97391304347826,2.005,8964.04347826087
3,4.3,37.9,10.573636363636364,36.054545454545455,40018.181818181816,1.5419545454545456,80.91363636363636,1.8,45268.181818181816
4,6.9375,113.1375,5.06375,87.78750000000001,72025.0,6.4455,79.5,1.7725,50062.5
